id,name,region,jumps,pod_kills,ship_kills,npc_kills,station
30004086,Joamma,Kador,0,0,0,0,F
30004087,Gonan,Kador,108,0,0,271,T
30004088,Joramok,Kador,11,0,0,108,T
30004089,Neburab,Kador,27,0,0,86,F
30004090,Aband,Kador,162,0,0,663,T
30004091,Uanim,Kador,36,0,0,190,T
30004092,Murini,Kador,127,0,0,155,T
30004093,Askonak,Kador,38,0,0,406,T
30004094,Nordar,Kador,204,0,0,164,T
30004095,Kador Prime,Kador,253,0,0,37,T
30004096,Khafis,Kador,100,0,0,237,T
30004097,Dantan,Kador,68,0,0,68,T
30004098,Turba,Kador,116,0,0,86,T
30004099,Sonama,Kador,73,0,0,83,T
30004100,Halibai,Kador,22,0,0,138,T
30004101,Suner,Kador,33,0,0,21,T
30004102,Inis-Ilix,Kador,25,0,0,66,T
30004103,Kothe,Kador,13,0,0,116,T
30004104,Ansasos,Kador,9,0,0,0,T
30004105,Dehrokh,Kador,2,0,0,0,F
30004106,Bordan,Kador,12,0,0,0,T
30004107,Zimmem,Kador,10,0,0,21,F
30004108,Chaneya,Kador,15,0,0,0,F
30004109,Oberen,Kador,2,0,0,0,F
30004110,Finid,Kador,4,0,0,56,T
30004111,Yarebap,Kador,35,0,0,28,T
30004112,Mandoo,Kador,24,0,1,89,T
30004113,Miah,Kador,94,0,0,209,T
30004114,Peyiri,Kador,42,0,0,17,T
30004115,Kamda,Kador,50,0,0,8,T
30004116,Rayeret,Kador,14,0,0,7,F
30004117,Bushemal,Kador,17,0,0,0,F
30004118,Ardhis,Kador,16,0,1,50,F
30004119,Gasavak,Kador,21,0,0,0,F
30004120,Iaokit,Kador,15,0,0,0,T
30004121,Menri,Kador,16,0,0,2,T
30004122,Chanoun,Kador,58,0,0,375,T
30004123,Garisas,Kador,11,0,0,181,T
30004124,Aphi,Kador,12,0,0,36,T
30004125,Jakri,Kador,1,0,0,16,F
30004126,Nidupad,Kador,99,0,0,243,T
30004127,Zimse,Kador,107,0,0,110,T
30004128,Koona,Kador,18,0,0,85,T
30004129,Munory,Kador,133,0,0,211,T
30004130,Hostakoh,Kador,138,0,0,40,T
30004131,Yooh,Kador,165,0,0,73,F
30004132,Jeshideh,Kador,11,0,0,50,F
30004133,Hilmar,Kador,134,0,0,85,T
30004134,Kasi,Kador,125,0,0,0,T
30004135,Shura,Kador,4,0,0,27,F
30004136,Mod,Kador,25,0,0,1,T
30004137,Omam,Kador,11,0,0,30,T
30004138,Bersyrim,Kador,7,0,0,0,F
30004139,Sechmaren,Kador,21,0,0,0,T
30004140,Zinoo,Kador,23,0,0,16,F
30004141,Hiremir,Kador,4,0,0,0,T
30004142,Hikansog,Kador,34,0,0,4,T
30004143,Syrikos,Kador,16,0,0,0,F
30004144,Yebouz,Kador,16,0,0,30,F
30004145,Hapala,Kador,15,0,0,1,F
30004146,Salah,Kador,11,0,0,2,T
30004147,Akhmoh,Kador,6,0,0,99,T
30004148,Jennim,Kador,4,0,0,0,F
30004149,Elmed,Kador,9,0,0,23,F
30004150,Shaggoth,Kador,37,0,0,0,F
30004151,Ustnia,Kador,11,0,0,4,F
30004152,Kooreng,Kador,45,0,0,31,F
30004153,Minin,Kador,14,0,0,19,T
30004154,Yehnifi,Kador,17,0,0,75,T
30004155,Shemah,Kador,90,0,0,116,T
30004156,Asrios,Kador,60,0,0,197,T
30004157,Ithar,Kador,19,0,0,128,T
30004158,Telang,Kador,11,0,0,31,F
30004159,Lazara,Kador,3,0,0,22,F
30004160,Zorrabed,Kador,30,0,0,260,T
30004161,FV-YEA,Cobalt Edge,36,0,0,0,F
30004162,J-A5QD,Cobalt Edge,42,0,0,57,T
30004163,BI0Y-X,Cobalt Edge,25,0,0,83,T
30004164,SK7-G6,Cobalt Edge,18,0,0,0,F
30004165,4-PCHD,Cobalt Edge,13,0,0,0,F
30004166,5-3722,Cobalt Edge,4,1,0,0,T
30004167,GQLB-V,Cobalt Edge,13,0,0,0,F
30004168,5E-EZC,Cobalt Edge,1,0,0,0,T
30004169,9KE-IT,Cobalt Edge,12,0,0,0,F
30004170,P-NRD3,Cobalt Edge,0,0,0,0,F
30004171,Y-RAW3,Cobalt Edge,12,0,0,0,F
30004172,S-W8CF,Cobalt Edge,1,0,0,0,T
30004173,X-41DA,Cobalt Edge,0,0,0,0,T
30004174,YVSL-2,Cobalt Edge,0,0,0,5,T
30004175,5E6I-W,Cobalt Edge,14,0,0,0,F
30004176,KIG9-K,Cobalt Edge,1,0,0,0,F
30004177,I-CMZA,Cobalt Edge,3,0,0,0,T
30004178,H23-B5,Cobalt Edge,3,0,0,0,T
30004179,A-0IIQ,Cobalt Edge,0,0,0,0,T
30004180,CBY8-J,Cobalt Edge,0,0,0,0,T
30004181,E-BYOS,Cobalt Edge,0,0,0,0,T
30004182,ETXT-F,Cobalt Edge,0,0,0,0,F
30004183,MK-YNM,Cobalt Edge,1,0,0,0,T
30004184,2-9Z6V,Cobalt Edge,2,0,0,459,T
30004185,5HN-D6,Cobalt Edge,0,0,0,0,F
30004186,E-B957,Cobalt Edge,3,0,0,843,T
30004187,P-H5IY,Cobalt Edge,1,0,0,17,T
30004188,4A-6NI,Cobalt Edge,0,0,0,0,F
30004189,1M7-RK,Cobalt Edge,6,1,0,142,T
30004190,87-1PM,Cobalt Edge,12,1,1,320,T
30004191,C2-1B5,Cobalt Edge,7,0,0,0,F
30004192,JE-VLG,Cobalt Edge,1,0,0,0,T
30004193,5ED-4E,Cobalt Edge,12,0,0,0,T
30004194,B-U299,Cobalt Edge,10,0,0,0,T
30004195,DN58-U,Cobalt Edge,4,0,0,0,T
30004196,VAF1-P,Cobalt Edge,3,0,0,0,F
30004197,FV1-RQ,Cobalt Edge,0,0,0,0,T
30004198,QT-EBC,Cobalt Edge,3,0,0,0,F
30004199,O-F4SN,Cobalt Edge,0,0,0,0,T
30004200,CUT-0V,Cobalt Edge,12,0,0,0,T
30004201,9-WEMC,Cobalt Edge,0,0,0,0,F
30004202,U6R-F9,Cobalt Edge,12,0,0,0,F
30004203,L-Z9NB,Cobalt Edge,3,0,0,0,T
30004204,EJ-5X2,Cobalt Edge,0,0,0,0,F
30004205,HXK-J6,Cobalt Edge,10,0,0,0,T
30004206,4LNE-M,Cobalt Edge,39,0,0,0,F
30004207,DK0-N8,Cobalt Edge,52,0,0,4,F
30004208,E0DR-G,Cobalt Edge,0,0,0,0,T
30004209,KI2-S3,Cobalt Edge,0,0,0,0,F
30004210,CHP-76,Cobalt Edge,0,0,0,0,F
30004211,T-67F8,Cobalt Edge,0,0,0,479,T
30004212,58Z-IH,Cobalt Edge,0,0,0,241,T
30004213,M-VACR,Cobalt Edge,0,0,0,0,F
30004214,0B-VOJ,Cobalt Edge,0,0,0,0,T
30004215,J-QOKQ,Cobalt Edge,74,1,4,0,F
30004216,4GSZ-1,Cobalt Edge,56,0,0,0,F
30004217,E-EFAM,Cobalt Edge,44,0,0,4,F
30004218,SBEN-Q,Cobalt Edge,0,0,0,0,F
30004219,9-7SRQ,Cobalt Edge,14,0,0,0,F
30004220,VEQ-3V,Cobalt Edge,16,0,0,87,T
30004221,4T-VDE,Cobalt Edge,0,0,0,0,F
30004222,D9Z-VY,Cobalt Edge,25,0,0,0,F
30004223,MO-YDG,Cobalt Edge,2,0,0,0,T
30004224,42SU-L,Cobalt Edge,0,0,0,0,T
30004225,RGU1-T,Cobalt Edge,25,0,0,0,F
30004226,1GT-MA,Cobalt Edge,0,0,0,0,T
30004227,VY-866,Cobalt Edge,24,0,0,3,T
30004228,HB-5L3,Cobalt Edge,25,0,0,0,T
30004229,Q-VTWJ,Cobalt Edge,1,0,0,1,T
30004230,Van,Aridia,32,0,0,2,T
30004231,Shakasi,Aridia,5,0,0,0,F
30004232,Zayi,Aridia,24,0,1,2,T
30004233,Shirshocin,Aridia,40,0,0,0,T
30004234,Maalna,Aridia,1,0,0,0,T
30004235,Maseera,Aridia,1,0,0,0,T
30004236,Yehaba,Aridia,22,0,0,0,T
30004237,Kenahehab,Aridia,7,0,0,11,T
30004238,Gens,Aridia,25,0,0,0,T
30004239,Kamih,Aridia,61,1,0,0,T
30004240,Hier,Aridia,80,0,0,37,T
30004241,Jasson,Aridia,27,0,0,0,T
30004242,Sadana,Aridia,73,0,0,87,T
30004243,Isid,Aridia,11,0,0,0,F
30004244,Onanam,Aridia,73,0,0,21,T
30004245,Udianoor,Aridia,79,0,0,0,T
30004246,Vehan,Aridia,85,5,6,64,T
30004247,Marmeha,Aridia,7,0,0,66,T
30004248,Haimeh,Aridia,57,0,0,10,T
30004249,Avada,Aridia,25,0,1,6,T
30004250,Chibi,Aridia,14,0,0,300,T
30004251,Mishi,Aridia,4,0,0,4,T
30004252,Bazadod,Aridia,13,0,0,16,T
30004253,Pahineh,Aridia,5,0,0,31,T
30004254,Fihrneh,Aridia,41,0,0,0,T
30004255,Parouz,Aridia,1,0,0,0,F
30004256,Edilkam,Aridia,7,0,0,6,F
30004257,Hakatiz,Aridia,14,0,0,1,F
30004258,Khnar,Aridia,14,0,0,0,F
30004259,Ertoo,Aridia,21,0,0,1,F
30004260,Yiratal,Aridia,12,0,0,0,T
30004261,Balas,Aridia,7,0,0,0,T
30004262,Pemsah,Aridia,7,0,0,29,F
30004263,Feshur,Aridia,3,0,0,22,F
30004264,Hoseen,Aridia,7,0,0,0,T
30004265,Yekh,Aridia,0,0,0,0,F
30004266,Gesh,Aridia,8,0,0,7,F
30004267,Nema,Aridia,49,0,0,0,T
30004268,Shenda,Aridia,43,0,0,0,T
30004269,Rashagh,Aridia,1,0,0,0,T
30004270,Sazilid,Aridia,39,0,0,0,F
30004271,Afrah,Aridia,5,0,0,0,F
30004272,Sota,Aridia,7,0,0,0,T
30004273,Soliara,Aridia,18,0,0,0,T
30004274,Nielez,Aridia,3,0,0,58,F
30004275,Tukanas,Aridia,6,0,0,2,T
30004276,Fageras,Aridia,10,0,0,364,T
30004277,Ajna,Aridia,6,0,0,1,T
30004278,Sheri,Aridia,4,0,0,0,F
30004279,Ahraghen,Aridia,2,0,0,0,F
30004280,Nalnifan,Aridia,41,0,0,16,T
30004281,Jerhesh,Aridia,0,0,0,6,T
30004282,Getrenjesa,Aridia,5,0,0,0,T
30004283,Shafrak,Aridia,44,0,0,39,T
30004284,Defsunun,Aridia,37,0,0,0,T
30004285,Zazamye,Aridia,18,0,0,0,F
30004286,Yahyerer,Aridia,18,0,0,0,T
30004287,Esubara,Aridia,18,0,0,21,T
30004288,Ghekon,Aridia,38,0,0,208,T
30004289,Vaini,Aridia,11,0,0,3,T
30004290,Zaveral,Aridia,14,0,0,156,F
30004291,Anohel,Aridia,11,0,1,50,T
30004292,Soza,Aridia,7,0,0,198,T
30004293,Pserz,Aridia,36,0,0,0,T
30004294,Illi,Aridia,8,0,0,16,F
30004295,Keba,Aridia,19,0,0,36,T
30004296,Bapraya,Aridia,48,1,0,82,T
30004297,Efu,Aridia,36,0,0,0,T
30004298,Tisot,Aridia,39,0,0,48,T
30004299,Sakht,Aridia,34,0,0,0,T
30004300,Naga,Aridia,19,0,0,0,T
30004301,Anath,Aridia,12,0,0,0,F
30004302,Omigiav,Aridia,12,0,0,0,T
30004303,Fobiner,Aridia,77,0,0,168,T
30004304,Huna,Aridia,13,0,0,37,T
30004305,Esaeel,Aridia,1,0,0,0,F
30004306,Karan,Aridia,52,0,0,48,T
30004307,Nouta,Aridia,49,0,0,122,F
30004308,Ned,Aridia,29,0,0,2,T
30004309,Hophib,Aridia,28,2,0,40,T
30004310,UQ9-3C,Branch,15,0,0,0,T
30004311,DCI7-7,Branch,9,0,0,43,F
30004312,J7YR-1,Branch,9,0,0,0,T
30004313,PKG4-7,Branch,5,0,0,0,F
30004314,EWN-2U,Branch,6,0,0,35,F
30004315,VL3I-M,Branch,9,1,0,0,T
30004316,KMC-WI,Branch,4,0,0,0,T
30004317,4-48K1,Branch,8,0,0,0,F
30004318,NTV0-1,Branch,8,0,0,0,T
30004319,C-HCGU,Branch,5,0,0,0,T
30004320,XW-2XP,Branch,3,0,0,0,T
30004321,Q-FEEJ,Branch,5,0,0,0,T
30004322,0P9Z-I,Branch,5,0,0,0,F
30004323,AH-B84,Branch,7,0,0,0,T
30004324,JTAU-5,Branch,7,0,0,0,T
30004325,HB7R-F,Branch,5,0,0,0,T
30004326,O-JPKH,Branch,4,0,0,182,T
30004327,F-9F6Q,Branch,2,0,0,902,T
30004328,B-GC1T,Branch,3,0,0,92,T
30004329,V8W-QS,Branch,18,0,0,0,F
30004330,JRZ-B9,Branch,12,0,0,0,F
30004331,X4UV-Z,Branch,13,0,0,0,F
30004332,S-B7IT,Branch,6,0,0,82,F
30004333,BKG-Q2,Branch,19,0,0,0,T
30004334,OJ-A8M,Branch,3,0,0,0,F
30004335,CX-1XF,Branch,2,0,0,0,F
30004336,3-TD6L,Branch,2,0,0,0,F
30004337,Q-NJZ4,Branch,1,0,0,0,F
30004338,NLPB-0,Branch,1,0,0,0,F
30004339,R4O-I6,Branch,4,0,0,0,F
30004340,KL3O-J,Branch,6,0,0,0,F
30004341,Z-K495,Branch,14,0,0,73,T
30004342,XM-4L0,Branch,15,0,0,49,F
30004343,QCWA-Z,Branch,18,0,0,721,T
30004344,52G-NZ,Branch,44,0,0,167,T
30004345,5LJ-MD,Branch,28,0,1,568,T
30004346,B8O-KJ,Branch,17,0,0,18,F
30004347,6-O5GY,Branch,29,0,0,1040,T
30004348,KV-8SN,Branch,7,0,0,144,T
30004349,UB-UQZ,Branch,5,0,0,0,T
30004350,YG-82V,Branch,1,0,0,0,T
30004351,8-4GQM,Branch,15,0,0,0,F
30004352,T-Q2DD,Branch,9,0,0,0,F
30004353,LRWD-B,Branch,6,0,0,87,F
30004354,QXQ-BA,Branch,9,0,0,0,F
30004355,X7R-JW,Branch,3,0,0,68,F
30004356,M-HU4V,Branch,6,0,0,5,F
30004357,CS-ZGD,Branch,41,0,0,28,T
30004358,3-N3OO,Branch,12,0,0,0,F
30004359,A-G1FM,Branch,24,0,0,0,F
30004360,4-BE0M,Branch,31,0,0,11,T
30004361,I-7RIS,Branch,4,0,0,318,F
30004362,P7Z-R3,Branch,3,0,0,40,F
30004363,ZIU-EP,Branch,2,0,0,0,F
30004364,LXWN-W,Branch,19,1,0,26,T
30004365,C-LP3N,Branch,49,0,1,1819,T
30004366,9F-7PZ,Branch,36,0,0,697,T
30004367,1G-MJE,Branch,34,0,0,0,F
30004368,WO-AIJ,Branch,15,0,0,520,F
30004369,MA-VDX,Branch,21,0,0,0,T
30004370,RO90-H,Branch,38,0,0,46,T
30004371,BWI1-9,Branch,10,0,0,0,T
30004372,C-LBQS,Branch,4,0,0,176,T
30004373,J52-BH,Branch,2,0,0,0,F
30004374,5-P1Y2,Branch,3,0,0,225,T
30004375,KMQ4-V,Branch,3,0,0,0,F
30004376,KJ-QWL,Branch,2,0,0,0,F
30004377,SVB-RE,Branch,0,0,0,0,F
30004378,C-4ZOS,Branch,28,0,0,137,T
30004379,K-8SQS,Branch,50,0,0,0,T
30004380,C-VGYO,Branch,51,0,0,38,F
30004381,O94U-A,Branch,34,0,2,361,T
30004382,XW-JHT,Branch,5,0,0,208,F
30004383,NEH-CS,Branch,7,0,0,61,F
30004384,4DTQ-K,Branch,13,0,0,0,T
30004385,J9-5MQ,Branch,29,0,0,587,T
30004386,D4R-H7,Branch,30,0,0,497,T
30004387,313I-B,Branch,3,0,0,392,T
30004388,EQI2-2,Branch,15,0,1,274,T
30004389,Q-4DEC,Branch,2,0,0,34,T
30004390,3F-JZF,Branch,23,0,0,17,F
30004391,5-0WB9,Branch,3,0,0,619,F
30004392,W-4FA9,Branch,39,1,0,101,T
30004393,1IX-C0,Branch,44,0,0,777,T
30004394,2B7A-3,Branch,3,0,0,14,F
30004395,PUWL-4,Branch,12,0,0,427,F
30004396,Y-1918,Branch,39,0,1,594,F
30004397,9-B1DS,Branch,7,0,0,100,F
30004398,ME-4IU,Branch,34,0,0,468,T
30004399,BU-IU4,Branch,18,1,0,772,T
30004400,I-7JR4,Branch,39,0,0,411,T
30004401,CH9L-K,Branch,11,0,0,237,F
30004402,QYZM-W,Branch,19,0,0,1,T
30004403,3KNA-N,Branch,3,0,0,693,T
30004404,UD-VZW,Feythabolis,63,0,0,0,F
30004405,3-YX2D,Feythabolis,32,0,0,0,F
30004406,V-TN6Q,Feythabolis,2,0,0,0,T
30004407,CFLF-P,Feythabolis,35,0,0,0,F
30004408,QBH5-F,Feythabolis,64,0,0,0,F
30004409,9-ZFCG,Feythabolis,32,0,0,0,F
30004410,J-TPTA,Feythabolis,12,0,0,0,F
30004411,PMV-G6,Feythabolis,8,0,0,43,T
30004412,5-IZGE,Feythabolis,11,0,0,0,F
30004413,OXC-UL,Feythabolis,0,0,0,0,F
30004414,F-8Y13,Feythabolis,0,0,0,0,F
30004415,4AZ-J8,Feythabolis,1,0,0,0,F
30004416,X6-J6R,Feythabolis,22,0,1,0,T
30004417,BGN1-O,Feythabolis,2,0,0,0,T
30004418,DUU1-K,Feythabolis,34,0,0,0,F
30004419,3L-Y9M,Feythabolis,38,0,0,0,T
30004420,BLC-X0,Feythabolis,7,0,0,0,F
30004421,K-X5AX,Feythabolis,6,0,0,0,F
30004422,BJD4-E,Feythabolis,23,0,0,0,T
30004423,TSG-NO,Feythabolis,3,0,0,0,T
30004424,O9V-R7,Feythabolis,4,0,0,0,F
30004425,Z-PNIA,Feythabolis,16,0,0,0,F
30004426,OCU4-R,Feythabolis,3,0,0,0,F
30004427,BG-W90,Feythabolis,0,0,0,0,F
30004428,Y-YGMW,Feythabolis,19,0,0,0,F
30004429,75C-WN,Feythabolis,13,0,0,0,F
30004430,I5Q2-S,Feythabolis,0,0,0,0,F
30004431,PO-3QW,Feythabolis,11,0,0,0,F
30004432,5XR-KZ,Feythabolis,11,0,0,0,F
30004433,VF-FN6,Feythabolis,0,0,0,0,F
30004434,C-0ND2,Feythabolis,12,0,0,0,F
30004435,JI-LGM,Feythabolis,10,0,0,0,T
30004436,U-BXU9,Feythabolis,18,0,0,1,F
30004437,ZXOG-O,Feythabolis,0,0,0,0,F
30004438,NW2S-A,Feythabolis,0,0,0,0,F
30004439,U-JJEW,Feythabolis,1,0,0,43,T
30004440,NX5W-U,Feythabolis,24,0,0,0,F
30004441,U1-C18,Feythabolis,24,0,0,0,F
30004442,6O-XIO,Feythabolis,1,0,0,0,T
30004443,H65-HE,Feythabolis,8,0,0,0,F
30004444,BJ-ZFD,Feythabolis,17,0,0,26,T
30004445,5ELE-A,Feythabolis,7,0,0,0,F
30004446,H-P4LB,Feythabolis,4,0,0,0,F
30004447,2UK4-N,Feythabolis,5,0,0,0,F
30004448,QK-CDG,Feythabolis,1,0,0,0,F
30004449,M-CMLV,Feythabolis,7,0,0,26,T
30004450,AZN-D2,Feythabolis,131,1,1,3,T
30004451,E-PR0S,Feythabolis,12,0,0,0,T
30004452,TR07-S,Feythabolis,115,0,2,0,T
30004453,VNGJ-U,Feythabolis,9,0,0,0,T
30004454,2-F3OE,Feythabolis,3,0,0,0,F
30004455,5-LCI7,Feythabolis,11,0,0,0,F
30004456,Y2-I3W,Feythabolis,3,0,0,103,F
30004457,VVO-R6,Feythabolis,14,0,0,0,F
30004458,CL-J9W,Feythabolis,2,0,0,130,F
30004459,YHP2-D,Feythabolis,12,0,0,0,F
30004460,J94-MU,Feythabolis,12,0,0,0,F
30004461,M2GJ-X,Feythabolis,14,0,0,0,T
30004462,JO-32L,Feythabolis,24,0,0,25,T
30004463,UB5Z-3,Feythabolis,8,0,0,0,T
30004464,MSKR-1,Feythabolis,10,0,0,0,T
30004465,GPUS-A,Feythabolis,37,0,0,0,T
30004466,3-BADZ,Feythabolis,80,3,0,26,T
30004467,23M-PX,Feythabolis,98,0,1,41,T
30004468,UTDH-N,Feythabolis,112,0,1,284,T
30004469,ZS-2LT,Feythabolis,50,0,0,425,T
30004470,DB1R-4,Feythabolis,13,1,0,861,T
30004471,P8-BKO,Feythabolis,14,0,0,0,F
30004472,RIT-A7,Feythabolis,12,0,0,0,T
30004473,R4K-8L,Feythabolis,1,0,0,0,T
30004474,GHZ-SJ,Feythabolis,7,0,0,389,T
30004475,K-J50B,Feythabolis,4,0,0,0,F
30004476,NLO-3Z,Feythabolis,9,0,1,248,T
30004477,5P-AIP,Feythabolis,3,1,0,896,T
30004478,M-PGT0,Feythabolis,9,0,0,0,F
30004479,NPD9-A,Feythabolis,33,0,0,12,F
30004480,D6SK-L,Feythabolis,32,0,0,11,F
30004481,HYPL-V,Feythabolis,31,0,0,0,F
30004482,I9-ZQZ,Feythabolis,0,0,0,0,F
30004483,0OYZ-G,Feythabolis,44,0,0,0,T
30004484,SWBV-2,Feythabolis,68,0,0,0,T
30004485,R97-CI,Feythabolis,7,0,0,0,T
30004486,6-ELQP,Feythabolis,4,0,0,0,F
30004487,OBK-K8,Feythabolis,22,0,0,6,T
30004488,KJ-V0P,Feythabolis,21,0,0,84,T
30004489,ZID-LE,Feythabolis,27,0,0,20,T
30004490,K-9UG4,Feythabolis,26,0,0,240,T
30004491,D4-2XN,Feythabolis,137,0,0,176,T
30004492,2-RSC7,Feythabolis,4,0,0,561,T
30004493,C0T-77,Outer Ring,52,0,0,0,F
30004494,RL-KT0,Outer Ring,23,0,0,0,F
30004495,UO9-YG,Outer Ring,104,0,0,0,F
30004496,ZQP-QV,Outer Ring,80,0,1,18,F
30004497,P-NUWP,Outer Ring,10,0,0,0,F
30004498,ZJQH-S,Outer Ring,0,0,0,0,F
30004499,E9G-MT,Outer Ring,151,0,0,0,F
30004500,TQ-RR8,Outer Ring,120,0,1,0,F
30004501,1L-BHT,Outer Ring,63,0,0,0,F
30004502,D5IW-F,Outer Ring,73,1,4,1,T
30004503,F-XWIN,Outer Ring,84,1,1,32,F
30004504,4C-B7X,Outer Ring,73,1,2,0,T
30004505,LGUZ-1,Outer Ring,4,0,0,0,F
30004506,BF-SDP,Outer Ring,65,0,0,0,F
30004507,F5FO-U,Outer Ring,0,0,0,0,F
30004508,5WAE-M,Outer Ring,29,0,0,28,F
30004509,0-WVQS,Outer Ring,0,0,0,0,F
30004510,0-9UHT,Outer Ring,0,0,0,0,F
30004511,M-NKZM,Outer Ring,20,0,0,0,F
30004512,H-M1BY,Outer Ring,2,0,0,0,F
30004513,J1H-R4,Outer Ring,0,0,0,0,F
30004514,J9SH-A,Outer Ring,4,0,0,0,F
30004515,JKJ-VJ,Outer Ring,6,0,0,0,F
30004516,RTX0-S,Outer Ring,1,0,0,0,F
30004517,33FN-P,Outer Ring,5,0,0,0,F
30004518,NM-OEA,Outer Ring,2,0,2,17,T
30004519,MT-2VJ,Outer Ring,1,0,0,0,F
30004520,3HQC-6,Outer Ring,4,0,0,0,F
30004521,OX-RGN,Outer Ring,1,0,0,0,F
30004522,R-OCBA,Outer Ring,3,0,0,0,F
30004523,GA-2V7,Outer Ring,2,0,0,0,F
30004524,DB-6W4,Outer Ring,3,0,0,0,F
30004525,7-692B,Outer Ring,3,0,0,8,F
30004526,L3-XYO,Outer Ring,41,0,0,0,F
30004527,AN-G54,Outer Ring,42,0,0,1,F
30004528,ZXI-K2,Outer Ring,29,0,0,0,F
30004529,T-Z6J2,Outer Ring,24,0,0,0,F
30004530,CT7-5V,Outer Ring,13,0,0,83,F
30004531,2JJ-0E,Outer Ring,2,0,0,0,F
30004532,B0C-LD,Outer Ring,27,0,0,0,F
30004533,NP6-38,Outer Ring,23,0,0,0,F
30004534,G-YT55,Outer Ring,1,0,0,0,F
30004535,IZ-AOB,Outer Ring,6,0,0,112,F
30004536,G5-EN3,Outer Ring,1,0,0,0,F
30004537,W-Z3HW,Outer Ring,6,0,0,8,F
30004538,W2F-ZH,Outer Ring,12,0,0,108,F
30004539,BMU-V1,Outer Ring,5,0,0,0,F
30004540,ZXC8-1,Outer Ring,2,0,0,0,F
30004541,LBV-Q1,Outer Ring,3,0,0,0,F
30004542,Z-40CG,Outer Ring,3,0,0,0,F
30004543,O-RIDF,Outer Ring,4,0,0,0,F
30004544,A-5M31,Outer Ring,5,0,0,0,F
30004545,BOE7-P,Outer Ring,4,0,0,0,F
30004546,E-GCX0,Outer Ring,4,0,0,0,F
30004547,VBFC-8,Outer Ring,5,0,0,0,F
30004548,YVA-F0,Outer Ring,8,0,0,71,F
30004549,0D-CHA,Outer Ring,5,0,0,0,F
30004550,A2V6-6,Outer Ring,0,0,0,78,F
30004551,VJ0-81,Outer Ring,3,0,1,23,F
30004552,XF-TQL,Fountain,11,0,0,0,F
30004553,4-EP12,Fountain,15,0,0,0,T
30004554,YZS5-4,Fountain,7,0,0,0,F
30004555,3WE-KY,Fountain,31,0,0,0,F
30004556,IR-WT1,Fountain,12,0,0,0,F
30004557,9-VO0Q,Fountain,38,0,1,5,T
30004558,A8-XBW,Fountain,9,0,1,50,F
30004559,PNQY-Y,Fountain,29,0,0,0,T
30004560,RP2-OQ,Fountain,29,0,0,0,F
30004561,YVBE-E,Fountain,12,0,0,0,F
30004562,BYXF-Q,Fountain,15,1,0,0,T
30004563,AC2E-3,Fountain,5,0,0,0,F
30004564,C-C99Z,Fountain,6,0,0,0,T
30004565,CL-BWB,Fountain,5,0,0,0,F
30004566,R3W-XU,Fountain,4,0,0,0,T
30004567,E-BWUU,Fountain,10,0,0,76,F
30004568,Y-1W01,Fountain,10,0,0,0,F
30004569,9R4-EJ,Fountain,4,0,0,0,T
30004570,SPLE-Y,Fountain,9,0,0,129,F
30004571,Q-XEB3,Fountain,2,0,0,0,F
30004572,K8L-X7,Fountain,16,0,0,0,F
30004573,5-D82P,Fountain,30,0,0,0,F
30004574,8ESL-G,Fountain,5,0,0,0,F
30004575,JGOW-Y,Fountain,3,0,0,0,F
30004576,APM-6K,Fountain,38,0,0,0,T
30004577,RE-C26,Fountain,34,0,0,0,F
30004578,AL8-V4,Fountain,3,0,0,0,F
30004579,KCT-0A,Fountain,3,0,0,43,F
30004580,N2-OQG,Fountain,2,0,0,34,F
30004581,OW-TPO,Fountain,4,0,0,6,F
30004582,9O-ORX,Fountain,6,0,0,0,F
30004583,IGE-RI,Fountain,6,0,0,7,F
30004584,Z9PP-H,Fountain,8,0,0,0,F
30004585,7-8S5X,Fountain,2,0,0,0,F
30004586,EI-O0O,Fountain,9,0,0,0,F
30004587,7X-02R,Fountain,3,0,0,0,F
30004588,D2AH-Z,Fountain,1,0,0,0,F
30004589,J5A-IX,Fountain,15,0,0,0,F
30004590,B17O-R,Fountain,20,0,0,16,T
30004591,6F-H3W,Fountain,3,0,0,0,T
30004592,H-NPXW,Fountain,4,0,0,109,T
30004593,L-1SW8,Fountain,10,0,0,0,T
30004594,U-SOH2,Fountain,8,0,0,84,T
30004595,DBRN-Z,Fountain,2,0,0,0,T
30004596,00GD-D,Fountain,48,0,0,0,F
30004597,C1XD-X,Fountain,1,0,0,0,F
30004598,G95F-H,Fountain,8,0,0,0,T
30004599,B32-14,Fountain,3,0,0,0,F
30004600,C-N4OD,Fountain,53,0,0,0,F
30004601,CHA2-Q,Fountain,8,0,0,407,T
30004602,UAYL-F,Fountain,15,0,0,0,F
30004603,ESC-RI,Fountain,65,0,0,5,F
30004604,671-ST,Fountain,17,0,0,0,F
30004605,A-HZYL,Fountain,37,0,0,8,F
30004606,H-S80W,Fountain,1,0,0,0,F
30004607,Z30S-A,Fountain,76,0,0,0,F
30004608,6VDT-H,Fountain,30,2,0,12,T
30004609,NDH-NV,Fountain,37,0,0,0,F
30004610,QV28-G,Fountain,2,0,0,0,F
30004611,15U-JY,Fountain,3,0,0,0,F
30004612,NY6-FH,Fountain,3,0,0,4,F
30004613,XJP-Y7,Fountain,0,0,0,0,F
30004614,AV-VB6,Fountain,0,0,0,0,F
30004615,HMF-9D,Fountain,1,0,0,0,F
